Dam,SocialDadID,Sire,BroodName,Cohort,Nest_Location,EP,Loc_code
419,4503,4503,D204,2004,MR,0,NA
371,456,4304,D206,2004,LM,1,1
371,456,145,D206,2004,LM,1,1
309,4422,251,D207,2004,W,1,4
122,132,370,D208,2004,F,1,3
122,132,132,D208,2004,F,0,3
988,145,145,D209,2004,LM,0,1
988,145,285,D209,2004,LM,1,1
857,4247,4247,D210,2004,MR,0,NA
32,513,4229,D212,2004,MM,1,NA
32,513,4503,D212,2004,MM,1,NA
4497,4265,4265,D213,2004,W,0,4
960,650,650,D214,2004,W,0,4
955,591,591,D215,2004,LF,0,NA
985,818,818,E001,2005,LM,0,1
1069,1935,1935,E002,2005,LM,0,1
988,145,285,E003,2005,LM,1,1
988,145,145,E003,2005,LM,0,1
604,4304,4304,E005,2005,LM,0,1
604,4304,902,E005,2005,LM,1,1
892,4435,4435,E006,2005,W,0,4
892,4435,466,E006,2005,W,1,4
206,2018,2018,E012,2005,W,0,4
533,417,417,E013,2005,C,0,NA
533,417,965,E013,2005,C,1,NA
1718,1738,1738,E015,2005,LF,0,NA
1718,1738,818,E015,2005,LF,1,NA
560,4230,4230,E017,2005,LM,0,1
4424,4230,356,E018,2005,LM,1,1
4424,4230,4230,E018,2005,LM,0,1
649,460,460,E019,2005,LM,0,1
416,4418,4418,E020,2005,LM,0,1
604,4304,4304,E021,2005,LM,0,1
521,1038,1038,E022,2005,LM,0,1
471,661,661,E024,2005,LM,0,1
427,22,145,E025,2005,LM,1,1
427,22,22,E025,2005,LM,0,1
917,4463,457,E026,2005,LM,1,1
438,11,11,E027,2005,LM,0,1
342,421,421,E030,2005,LM,0,1
586,285,285,E031,2005,LM,0,1
524,2018,2018,E032,2005,W,0,4
4290,4275,4304,E033,2005,LM,1,1
4290,4275,4275,E033,2005,LM,0,1
442,457,457,E034,2005,LM,0,1
819,602,602,E035,2005,LM,0,1
431,356,356,E036,2005,LM,0,1
431,356,285,E036,2005,LM,1,1
309,993,993,E038,2005,W,0,4
353,725,725,E039,2005,MR,0,NA
353,725,114,E039,2005,MR,1,NA
985,409,1500,E040,2005,LM,1,1
985,409,409,E040,2005,LM,0,1
76,287,287,E041,2005,LM,0,1
988,145,145,E042,2005,LM,0,1
988,145,285,E042,2005,LM,1,1
960,650,650,E043,2005,W,0,4
4273,4153,4153,E044,2005,W,0,4
4273,4153,1930,E044,2005,W,1,4
4273,4153,251,E044,2005,W,1,4
540,1053,1053,E045,2005,W,0,4
646,500,500,E046,2005,MR,0,NA
646,500,1838,E046,2005,MR,1,NA
646,500,590,E046,2005,MR,1,NA
346,1956,1956,E047,2005,MM,0,NA
45,166,166,E048,2005,F,0,3
592,418,418,E049,2005,W,0,4
1589,393,393,E050,2005,W,0,4
338,466,466,E051,2005,W,0,4
4391,4265,4388,E052,2005,W,1,4
4391,4265,4265,E052,2005,W,0,4
4391,4265,4421,E052,2005,W,1,4
892,4435,4435,E053,2005,W,0,4
556,23,1833,E054,2005,W,1,4
556,23,251,E054,2005,W,1,4
556,23,23,E054,2005,W,0,4
1054,823,823,E055,2005,W,0,4
1446,4423,1898,E056,2005,F,1,3
1446,4423,4423,E056,2005,F,0,3
605,1227,1227,E057,2005,F,0,3
1318,1210,1192,E058,2005,F,1,3
419,765,765,E059,2005,MR,0,NA
419,765,537,E059,2005,MR,1,NA
784,1095,1095,E060,2005,W,0,4
784,1095,505,E060,2005,W,1,4
963,505,505,E061,2005,C,0,NA
1069,1935,1935,E062,2005,LM,0,1
832,1464,1464,E063,2005,MM,0,NA
1047,1226,1226,E064,2005,MR,0,NA
512,765,765,E065,2005,MR,0,NA
542,251,251,E066,2005,W,0,4
927,1717,1717,E067,2005,MM,0,NA
1100,959,959,E068,2005,MM,0,NA
1827,1353,1353,E069,2005,MR,0,NA
1827,1353,725,E069,2005,MR,1,NA
1228,115,115,E071,2005,ML,0,NA
1228,115,494,E071,2005,ML,1,NA
857,1569,725,E072,2005,MR,1,NA
857,1569,1569,E072,2005,MR,0,NA
1907,504,46,E073,2005,ML,1,NA
1907,504,504,E073,2005,ML,0,NA
1739,46,46,E074,2005,ML,0,NA
1739,46,504,E074,2005,ML,1,NA
929,115,115,E075,2005,ML,0,NA
2004,823,418,E076,2005,W,1,4
2004,823,823,E076,2005,W,0,4
2004,823,962,E076,2005,W,1,4
256,1448,417,E077,2005,F,1,3
256,1448,1448,E077,2005,F,0,3
860,114,114,E078,2005,MR,0,NA
860,114,1568,E078,2005,MR,1,NA
1544,504,504,E079,2005,ML,0,NA
122,1448,166,E080,2005,F,1,3
122,1448,1448,E080,2005,F,0,3
206,2018,2018,E081,2005,W,0,4
206,2018,4229,E081,2005,W,1,4
1386,591,591,E082,2005,LM,0,1
569,1717,1717,E083,2005,MM,0,NA
1048,591,356,E084,2005,LM,1,1
649,460,460,E085,2005,LM,0,1
560,4230,4230,E086,2005,LM,0,1
1507,1500,145,E087,2005,LM,1,1
1507,1500,1500,E087,2005,LM,0,1
416,4418,4418,E088,2005,LM,0,1
416,4418,4413,E088,2005,LM,1,1
521,1038,1038,E089,2005,LM,0,1
521,1038,4230,E089,2005,LM,1,1
521,1038,1353,E089,2005,LM,1,1
604,4304,4304,E091,2005,LM,0,1
471,661,661,E092,2005,LM,0,1
1718,1738,1738,E093,2005,LF,0,NA
1718,1738,4275,E093,2005,LF,1,NA
1718,1738,1569,E093,2005,LF,1,NA
2007,2012,2012,E094,2005,LB,0,NA
1558,902,902,E095,2005,LM,0,1
1558,902,4304,E095,2005,LM,1,1
4425,962,962,E098,2005,W,0,4
524,2018,2018,E099,2005,W,0,4
524,2018,822,E099,2005,W,1,4
338,466,466,E100,2005,W,0,4
4424,537,537,E101,2005,R,0,2
4424,537,4304,E101,2005,R,1,2
4424,537,645,E101,2005,R,1,2
533,417,417,E102,2005,C,0,NA
1589,393,393,E103,2005,W,0,4
832,1464,1464,E104,2005,MM,0,NA
586,285,393,E105,2005,LM,1,1
586,285,285,E105,2005,LM,0,1
586,285,984,E105,2005,LM,1,1
586,285,1513,E105,2005,LM,1,1
1514,1929,4265,E106,2005,W,1,4
1514,1929,1929,E106,2005,W,0,4
1940,1970,1970,E107,2005,C,0,NA
1100,959,959,E108,2005,MM,0,NA
1228,115,115,E109,2005,ML,0,NA
442,457,457,E110,2005,LM,0,1
985,409,409,E111,2005,LM,0,1
985,409,11,E111,2005,LM,1,1
784,1095,1095,E112,2005,W,0,4
569,1717,1717,E113,2005,MM,0,NA
569,1717,417,E113,2005,MM,1,NA
512,765,765,E114,2005,MR,0,NA
2004,823,823,E115,2005,W,0,4
2004,823,962,E115,2005,W,1,4
892,4435,4435,E116,2005,W,0,4
980,4421,4421,E117,2005,W,0,4
1739,46,46,E118,2005,MR,0,NA
1364,504,504,E119,2005,ML,0,NA
1364,504,494,E119,2005,ML,1,NA
542,251,251,E120,2005,W,0,4
704,1438,1438,E121,2005,MR,0,NA
929,500,500,E122,2005,MR,0,NA
929,500,725,E122,2005,MR,1,NA
622,1954,1954,E123,2005,R,0,2
1907,504,504,E124,2005,ML,0,NA
1907,504,46,E124,2005,ML,1,NA
342,421,421,E125,2005,LM,0,1
309,993,251,E126,2005,W,1,4
309,993,993,E126,2005,W,0,4
2014,1906,1906,E127,2005,F,0,3
988,145,285,E128,2005,LM,1,1
988,145,287,E128,2005,LM,1,1
988,145,145,E128,2005,LM,0,1
427,22,22,E129,2005,LM,0,1
427,22,448,E129,2005,LM,1,1
819,602,602,E130,2005,LM,0,1
857,1569,1569,E131,2005,MR,0,NA
857,1569,725,E131,2005,MR,1,NA
4391,4265,4265,E132,2005,W,0,4
431,356,602,E133,2005,LM,1,1
431,356,356,E133,2005,LM,0,1
4290,4275,4275,E134,2005,LM,0,1
903,354,354,E135,2005,LM,0,1
917,4463,457,E136,2005,LM,1,1
917,4463,4463,E136,2005,LM,0,1
556,23,23,E137,2005,W,0,4
4273,4153,4153,E138,2005,W,0,4
913,818,818,E139,2005,LM,0,1
4437,4415,4415,A010,2001,C,0,NA
4498,4409,4409,A014,2001,C,0,NA
4437,4415,4415,A033,2001,C,0,NA
4310,4415,4211,A033,2001,C,1,NA
4498,4409,4409,A046,2001,C,0,NA
4434,4415,4158,B030,2002,C,1,NA
4434,4415,4415,B030,2002,C,0,NA
38,4403,4403,C027,2003,F,0,3
604,456,456,C058,2003,F,0,3
253,417,417,C080,2003,C,0,NA
284,4403,4403,C085,2003,F,0,3
253,417,417,C116,2003,C,0,NA
4497,4265,4265,D001,2004,W,0,4
4497,4265,4388,D001,2004,W,1,4
206,663,663,D002,2004,W,0,4
4424,590,590,D003,2004,LM,0,1
4290,4275,4275,D004,2004,LM,0,1
4290,4275,4304,D004,2004,LM,1,1
471,661,661,D005,2004,LM,0,1
471,661,145,D005,2004,LM,1,1
438,11,11,D007,2004,LM,0,1
371,4230,4230,D008,2004,LM,0,1
592,418,418,D011,2004,W,0,4
551,251,251,D014,2004,W,0,4
4273,4153,4153,D015,2004,W,0,4
4273,4153,4274,D015,2004,W,1,4
1083,1095,1095,D016,2004,F,0,3
1083,1095,4503,D016,2004,F,1,3
521,1038,1038,D017,2004,LM,0,1
521,1038,44,D017,2004,LM,1,1
45,166,1058,D018,2004,F,1,3
45,166,166,D018,2004,F,0,3
1048,902,902,D019,2004,LM,0,1
646,902,500,D019,2004,LM,1,1
419,4503,114,D020,2004,MR,1,NA
419,4503,4503,D020,2004,MR,0,NA
555,370,370,D021,2004,W,0,4
4376,383,383,D022,2004,S,0,6
4376,383,4264,D022,2004,S,1,6
1048,500,902,D023,2004,MR,1,NA
646,500,500,D023,2004,MR,0,NA
556,23,23,D024,2004,W,0,4
605,4423,4423,D025,2004,F,0,3
562,393,393,D026,2004,W,0,4
562,393,370,D026,2004,W,1,4
32,4229,4229,D027,2004,MM,0,NA
442,457,457,D028,2004,LM,0,1
442,457,602,D028,2004,LM,1,1
442,457,4304,D028,2004,LM,1,1
649,460,460,D029,2004,LM,0,1
649,460,4463,D029,2004,LM,1,1
353,725,725,D030,2004,MR,0,NA
284,456,456,D031,2004,LM,0,1
41,517,517,D032,2004,LM,0,1
586,285,285,D033,2004,LM,0,1
928,513,513,D034,2004,MM,0,NA
928,513,4229,D034,2004,MM,1,NA
1100,831,831,D035,2004,MM,0,NA
1100,831,1095,D035,2004,MM,1,NA
985,409,602,D036,2004,LM,1,1
892,4435,4435,D037,2004,W,0,4
892,4435,831,D037,2004,W,1,4
571,4423,4423,D038,2004,F,0,3
571,4423,4274,D038,2004,F,1,3
431,356,356,D039,2004,LM,0,1
988,145,145,D040,2004,LM,0,1
988,145,285,D040,2004,LM,1,1
903,354,1092,D042,2004,LB,1,NA
903,354,354,D042,2004,LB,0,NA
903,354,4423,D042,2004,LB,1,NA
819,602,602,D043,2004,LM,0,1
540,383,383,D044,2004,W,0,4
540,383,418,D044,2004,W,1,4
1069,115,115,D045,2004,ML,0,NA
1069,115,466,D045,2004,ML,1,NA
427,22,22,D046,2004,LM,0,1
723,24,24,D047,2004,MR,0,NA
723,24,925,D047,2004,MR,1,NA
704,504,504,D048,2004,ML,0,NA
929,46,46,D049,2004,ML,0,NA
960,650,650,D050,2004,W,0,4
371,4230,4230,D051,2004,LM,0,1
371,4230,4275,D051,2004,LM,1,1
416,4418,4418,D052,2004,LM,0,1
416,4418,145,D052,2004,LM,1,1
955,591,356,D053,2004,LF,1,NA
956,591,356,D053,2004,LF,1,NA
955,591,591,D053,2004,LF,0,NA
1074,4422,4422,D054,2004,W,0,4
1074,4422,448,D054,2004,W,1,4
256,132,23,D056,2004,F,1,3
256,132,132,D056,2004,F,0,3
346,4264,4264,D057,2004,MM,0,NA
927,466,4503,D058,2004,ML,1,NA
927,466,466,D058,2004,ML,0,NA
927,466,4247,D058,2004,ML,1,NA
76,287,1080,D059,2004,LM,1,1
76,287,285,D059,2004,LM,1,1
76,287,363,D059,2004,LM,1,1
76,287,287,D059,2004,LM,0,1
428,4421,4421,D060,2004,W,0,4
512,765,765,D061,2004,MR,0,NA
512,765,114,D061,2004,MR,1,NA
569,1043,1043,D062,2004,S,0,6
857,4247,4247,D063,2004,MR,0,NA
857,4247,725,D063,2004,MR,1,NA
604,4304,4304,D064,2004,LM,0,1
309,4326,4326,D065,2004,W,0,4
885,984,115,D066,2004,MR,1,NA
885,984,984,D066,2004,MR,0,NA
885,984,4229,D066,2004,MR,1,NA
885,984,114,D066,2004,MR,1,NA
206,663,663,D068,2004,W,0,4
4497,4265,4265,D069,2004,W,0,4
4501,4417,4417,D070,2004,ML,0,NA
4382,984,984,D071,2004,MR,0,NA
592,418,417,D072,2004,W,1,4
592,418,418,D072,2004,W,0,4
1054,823,823,D073,2004,W,0,4
4424,590,4304,D074,2004,LM,1,1
4424,590,590,D074,2004,LM,0,1
438,11,11,D075,2004,LM,0,1
438,11,4304,D075,2004,LM,1,1
4290,4275,4304,D076,2004,LM,1,1
4290,4275,4275,D076,2004,LM,0,1
471,661,661,D077,2004,LM,0,1
471,661,409,D077,2004,LM,1,1
649,460,460,D078,2004,LM,0,1
4273,4153,4153,D079,2004,W,0,4
4376,383,383,D080,2004,S,0,6
4376,383,2017,D080,2004,S,1,6
533,417,417,D081,2004,C,0,NA
533,417,529,D081,2004,C,1,NA
284,456,456,D082,2004,LM,0,1
442,457,457,D083,2004,LM,0,1
41,517,517,D085,2004,LM,0,1
41,517,4303,D085,2004,LM,1,1
45,166,166,D086,2004,F,0,3
646,500,500,D087,2004,MR,0,NA
562,393,393,D088,2004,W,0,4
562,393,370,D088,2004,W,1,4
122,132,132,D089,2004,F,0,3
521,1038,626,D090,2004,LM,1,1
521,1038,1038,D090,2004,LM,0,1
985,409,409,D091,2004,LM,0,1
1063,363,363,D092,2004,LF,0,NA
1063,363,822,D092,2004,LF,1,NA
353,725,725,D093,2004,MR,0,NA
586,285,285,D094,2004,LM,0,1
753,822,822,D095,2004,ML,0,NA
913,818,818,D096,2004,LM,0,1
819,602,602,D097,2004,LM,0,1
928,513,4229,D098,2004,MM,1,NA
928,513,513,D098,2004,MM,0,NA
1069,115,383,D099,2004,ML,1,NA
1069,115,115,D099,2004,ML,0,NA
431,356,356,D100,2004,LM,0,1
704,504,504,D101,2004,ML,0,NA
892,4435,4435,D102,2004,W,0,4
892,4435,251,D102,2004,W,1,4
960,650,650,D103,2004,W,0,4
542,466,466,D105,2004,W,0,4
427,22,448,D106,2004,LM,1,1
427,22,22,D106,2004,LM,0,1
860,114,114,D107,2004,MR,0,NA
903,354,354,D108,2004,LM,0,1
832,1099,1099,D109,2004,MM,0,NA
1048,902,902,D110,2004,LM,0,1
4497,4265,4265,D111,2004,W,0,4
4497,4265,4388,D111,2004,W,1,4
551,251,251,D112,2004,W,0,4
980,971,4421,D113,2004,W,1,4
980,971,971,D113,2004,W,0,4
309,4422,4435,D114,2004,W,1,4
309,4422,4422,D114,2004,W,0,4
540,383,383,D115,2004,W,0,4
929,46,46,D116,2004,ML,0,NA
342,421,22,D117,2004,LM,1,1
342,421,421,D117,2004,LM,0,1
419,4503,4229,D118,2004,MR,1,NA
419,4503,4503,D118,2004,MR,0,NA
206,663,663,D119,2004,W,0,4
4382,1095,1095,D120,2004,F,0,3
605,4423,4423,D121,2004,F,0,3
605,4423,4229,D121,2004,F,1,3
556,23,23,D122,2004,W,0,4
556,23,925,D122,2004,W,1,4
556,23,565,D122,2004,W,1,4
32,4229,4229,D123,2004,MM,0,NA
32,4229,505,D123,2004,MM,1,NA
604,4304,4304,D124,2004,LM,0,1
4501,4417,4417,D125,2004,ML,0,NA
784,499,499,D126,2004,W,0,4
592,418,4326,D127,2004,W,1,4
592,418,418,D127,2004,W,0,4
4424,590,590,D128,2004,LM,0,1
4424,590,4304,D128,2004,LM,1,1
988,145,285,D129,2004,LM,1,1
988,145,356,D129,2004,LM,1,1
416,4418,4304,D131,2004,LM,1,1
416,4418,4418,D131,2004,LM,0,1
371,4230,4230,D133,2004,LM,0,1
371,4230,4229,D133,2004,LM,1,1
371,4230,145,D133,2004,LM,1,1
1100,831,831,D134,2004,MM,0,NA
1074,4422,251,D135,2004,W,1,4
1074,4422,4422,D135,2004,W,0,4
571,4423,287,D136,2004,F,1,3
571,4423,4423,D136,2004,F,0,3
428,4421,4421,D137,2004,W,0,4
857,4247,4247,D138,2004,MR,0,NA
284,456,456,D139,2004,LM,0,1
955,591,591,D140,2004,LF,0,NA
960,650,650,D141,2004,W,0,4
256,132,132,D142,2004,F,0,3
256,132,993,D142,2004,F,1,3
913,818,818,D143,2004,LM,0,1
819,602,602,D144,2004,LM,0,1
442,457,457,D145,2004,LM,0,1
442,457,456,D145,2004,LM,1,1
512,765,765,D146,2004,MR,0,NA
346,4264,4403,D147,2004,MM,1,NA
346,4264,4264,D147,2004,MM,0,NA
346,4264,1005,D147,2004,MM,1,NA
4290,4275,4275,D148,2004,LM,0,1
985,409,409,D149,2004,LM,0,1
985,409,11,D149,2004,LM,1,1
76,287,287,D150,2004,LM,0,1
438,11,11,D151,2004,LM,0,1
438,11,4304,D151,2004,LM,1,1
41,517,517,D153,2004,LM,0,1
471,661,661,D154,2004,LM,0,1
533,417,417,D155,2004,C,0,NA
533,417,110,D155,2004,C,1,NA
556,23,23,D156,2004,W,0,4
309,4422,4422,D157,2004,W,0,4
649,460,11,D158,2004,LM,1,1
649,460,460,D158,2004,LM,0,1
4273,4153,4153,D159,2004,W,0,4
4273,4153,1052,D159,2004,W,1,4
4273,4153,1053,D159,2004,W,1,4
45,166,166,D160,2004,F,0,3
206,663,110,D161,2004,W,1,4
206,663,663,D161,2004,W,0,4
1063,537,537,D162,2004,LF,0,NA
431,356,24,D163,2004,LM,1,1
431,356,356,D163,2004,LM,0,1
431,356,285,D163,2004,LM,1,1
605,4423,4503,D165,2004,F,1,3
605,4423,4423,D165,2004,F,0,3
122,132,132,D166,2004,F,0,3
122,132,370,D166,2004,F,1,3
1100,831,4264,D167,2004,MM,1,NA
1100,831,831,D167,2004,MM,0,NA
646,500,500,D168,2004,MR,0,NA
892,4435,4435,D169,2004,W,0,4
892,4435,251,D169,2004,W,1,4
963,1053,1053,D170,2004,W,0,4
784,499,499,D171,2004,W,0,4
753,822,822,D172,2004,ML,0,NA
753,822,115,D172,2004,ML,1,NA
353,725,725,D173,2004,MR,0,NA
353,725,44,D173,2004,MR,1,NA
524,110,110,D175,2004,W,0,4
903,354,354,D176,2004,LB,0,NA
586,285,285,D177,2004,LM,0,1
4497,4265,890,D178,2004,W,1,4
4497,4265,4388,D178,2004,W,1,4
4497,4265,1005,D178,2004,W,1,4
4497,4265,466,D178,2004,W,1,4
338,466,466,D179,2004,W,0,4
704,115,115,D180,2004,ML,0,NA
1074,4422,251,D181,2004,W,1,4
1074,4422,448,D181,2004,W,1,4
1074,4422,4422,D181,2004,W,0,4
917,4463,4304,D182,2004,LM,1,1
427,22,22,D183,2004,LM,0,1
427,22,906,D183,2004,LM,1,1
860,114,114,D184,2004,MR,0,NA
860,114,44,D184,2004,MR,1,NA
41,517,517,D186,2004,LM,0,1
562,393,370,D188,2004,W,1,4
562,393,393,D188,2004,W,0,4
521,1038,251,D189,2004,LM,1,1
521,1038,1038,D189,2004,LM,0,1
521,1038,301,D189,2004,LM,1,1
342,421,421,D190,2004,LM,0,1
416,4418,4304,D193,2004,LM,1,1
416,4418,4418,D193,2004,LM,0,1
1062,957,537,D194,2004,LM,1,1
1062,957,4390,D194,2004,LM,1,1
556,23,22,D195,2004,W,1,4
556,23,23,D195,2004,W,0,4
4273,4153,4153,D197,2004,W,0,4
4273,4153,251,D197,2004,W,1,4
4424,590,590,D198,2004,LM,0,1
985,409,409,D199,2004,LM,0,1
428,4421,4421,D200,2004,W,0,4
963,1053,1053,D201,2004,W,0,4
1083,1095,1095,D202,2004,F,0,3
1446,4423,4423,E142,2005,F,0,3
45,166,166,E143,2005,F,0,3
605,1227,1227,E144,2005,F,0,3
76,287,287,E145,2005,LM,0,1
353,725,725,E146,2005,MR,0,NA
540,1053,1053,E147,2005,W,0,4
256,650,418,E148,2005,W,1,4
256,650,650,E148,2005,W,0,4
1318,1210,1192,E149,2005,F,1,3
1318,1210,1095,E149,2005,F,1,3
1827,1353,114,E150,2005,MR,1,NA
1827,1353,1353,E150,2005,MR,0,NA
646,1226,1226,E151,2005,MR,0,NA
927,1717,1717,E152,2005,MM,0,NA
1069,1935,1935,E153,2005,LM,0,1
649,460,460,E155,2005,LM,0,1
206,2018,2018,E156,2005,W,0,4
122,1448,166,E157,2005,F,1,3
122,1448,1448,E157,2005,F,0,3
1940,1970,1970,E158,2005,F,0,3
1940,1970,4463,E158,2005,F,1,3
1589,393,393,E159,2005,W,0,4
860,114,114,E160,2005,MR,0,NA
860,114,537,E160,2005,MR,1,NA
1386,591,591,E161,2005,LM,0,1
1386,591,1053,E161,2005,LM,1,1
1386,591,1702,E161,2005,LM,1,1
442,457,457,E162,2005,LM,0,1
1228,115,494,E163,2005,ML,1,NA
1228,115,115,E163,2005,ML,0,NA
416,4418,4418,E164,2005,LM,0,1
416,4418,1616,E164,2005,LM,1,1
416,4418,4230,E164,2005,LM,1,1
988,145,145,E167,2005,LF,0,NA
988,145,1972,E167,2005,LF,1,NA
980,4421,4421,E168,2005,W,0,4
592,418,418,E169,2005,W,0,4
4425,962,962,E170,2005,W,0,4
604,4304,4304,E171,2005,LM,0,1
604,4304,1823,E171,2005,LM,1,1
819,11,602,E172,2005,LM,1,1
819,11,11,E172,2005,LM,0,1
917,4463,1833,E174,2005,LM,1,1
917,4463,4463,E174,2005,LM,0,1
1048,591,591,E177,2005,LM,0,1
