Dam,SocialDadID,Sire,BroodName,Cohort,Nest_Location,EP,Loc_code
5625,5195,5195,O047,2015,W,0,4
5625,5195,6927,O047,2015,W,1,4
6555,6492,6492,O048,2015,W,0,4
6952,7710,7710,O049,2015,R,0,2
4723,6461,5675,O050,2015,LM,1,1
4723,6461,6461,O050,2015,LM,0,1
4976,5139,5139,O051,2015,F,0,3
7616,6270,6270,O052,2015,ML,0,NA
7616,6270,6768,O052,2015,ML,1,NA
6845,4900,4900,O054,2015,W,0,4
6316,6927,6927,O055,2015,W,0,4
6316,6927,6517,O055,2015,W,1,4
6250,6517,6517,O058,2015,S,0,6
6250,6517,6862,O058,2015,S,1,6
6955,6924,6924,O060,2015,W,0,4
7764,7900,7900,O061,2015,F,0,3
6967,7160,7160,O062,2015,F,0,3
6967,7160,6492,O062,2015,F,1,3
5407,5675,5675,O063,2015,LM,0,1
6974,6921,6921,O064,2015,W,0,4
6974,6921,6461,O064,2015,W,1,4
8176,7647,7647,O066,2015,C,0,NA
8176,7647,5424,O066,2015,C,1,NA
6724,6786,6786,O067,2015,F,0,3
6290,5466,5466,O068,2015,LM,0,1
7679,7814,7814,O069,2015,LM,0,1
7679,7814,6461,O069,2015,LM,1,1
5284,7900,7900,O070,2015,F,0,3
5284,7900,7278,O070,2015,F,1,3
6384,5424,5424,O071,2015,W,0,4
7897,6808,6808,O074,2015,LM,0,1
7942,6902,6902,O075,2015,LM,0,1
7942,6902,5675,O075,2015,LM,1,1
8636,6862,6862,O076,2015,S,0,6
4967,7267,7267,O077,2015,LM,0,1
4967,7267,5466,O077,2015,LM,1,1
5407,5675,5675,O079,2015,LM,0,1
6643,7814,5675,O080,2015,LM,1,1
6643,7814,7814,O080,2015,LM,0,1
8055,6923,6923,O081,2015,LM,0,1
8055,6923,6902,O081,2015,LM,1,1
7947,7689,7689,O082,2015,W,0,4
8063,7615,7615,O083,2015,R,0,2
5625,5195,5195,O084,2015,W,0,4
6845,4900,5195,O085,2015,W,1,4
6845,4900,4900,O085,2015,W,0,4
6555,6492,6492,O086,2015,W,0,4
6952,7877,7570,O087,2015,R,1,2
6952,7877,7877,O087,2015,R,0,2
4723,6461,6461,O088,2015,LM,0,1
6316,6927,6927,O090,2015,W,0,4
6955,6924,6492,O094,2015,W,1,4
6955,6924,6924,O094,2015,W,0,4
6967,7160,6921,O095,2015,F,1,3
6967,7160,6832,O095,2015,F,1,3
6724,6786,6786,O098,2015,F,0,3
7764,7900,7570,O099,2015,F,1,3
7764,7900,7900,O099,2015,F,0,3
5284,7900,7900,O100,2015,F,0,3
6974,6921,6921,O101,2015,W,0,4
4854,7984,7984,O103,2015,W,0,4
6384,7793,7793,O104,2015,W,0,4
6384,7793,6270,O104,2015,W,1,4
7112,7074,7074,O105,2015,F,0,3
7947,7689,5195,O117,2015,W,1,4
7947,7689,7689,O117,2015,W,0,4
7764,8729,8729,P001,2016,W,0,4
6384,5195,5195,P002,2016,W,0,4
6384,5195,6492,P002,2016,W,1,4
8557,6808,6808,P003,2016,LM,0,1
7947,7689,6927,P004,2016,W,1,4
7947,7689,7689,P004,2016,W,0,4
7616,7984,7984,P006,2016,W,0,4
8693,8498,7689,P007,2016,W,1,4
8693,8498,8498,P007,2016,W,0,4
8690,8502,8502,P008,2016,W,0,4
8690,8502,6927,P008,2016,W,1,4
8690,8502,7426,P008,2016,W,1,4
8353,8752,6251,P011,2016,C,1,NA
6845,4900,4900,P012,2016,W,0,4
6845,4900,6927,P012,2016,W,1,4
8370,6927,6927,P013,2016,W,0,4
8370,6927,6924,P013,2016,W,1,4
6316,6517,6517,P014,2016,S,0,6
6316,6517,6386,P014,2016,S,1,6
6643,7814,7814,P016,2016,LM,0,1
6555,6492,5195,P018,2016,W,1,4
6555,6492,6492,P018,2016,W,0,4
6536,7900,7900,P019,2016,F,0,3
6955,6924,6924,P020,2016,W,0,4
8559,8648,7984,P022,2016,W,1,4
8559,8648,8648,P022,2016,W,0,4
6974,6921,6921,P023,2016,W,0,4
6724,6786,6786,P024,2016,F,0,3
7942,5466,5466,P026,2016,LM,0,1
7942,5466,7267,P026,2016,LM,1,1
4723,8391,8391,P028,2016,LM,0,1
8750,8747,8747,P032,2016,W,0,4
8941,8567,8567,P039,2016,W,0,4
6974,6921,6921,P042,2016,W,0,4
6974,6921,7689,P042,2016,W,1,4
5284,7900,7900,P043,2016,F,0,3
8589,8716,8716,P047,2016,W,0,4
8398,7900,7900,P048,2016,F,0,3
8398,7900,6386,P048,2016,F,1,3
8063,8603,7877,P049,2016,W,1,4
8063,8603,7615,P049,2016,W,1,4
8063,8603,8603,P049,2016,W,0,4
6643,7814,7267,P050,2016,LM,1,1
6643,7814,7814,P050,2016,LM,0,1
8607,8515,6768,P051,2016,W,1,4
8607,8515,8515,P051,2016,W,0,4
8693,8498,8498,P060,2016,W,0,4
6724,6786,6786,P061,2016,F,0,3
8370,6927,6927,P064,2016,W,0,4
6955,6924,6924,P065,2016,W,0,4
6955,6924,6492,P065,2016,W,1,4
6536,9038,9038,P066,2016,F,0,3
8055,7267,7267,P069,2016,LM,0,1
8055,7267,7814,P069,2016,LM,1,1
4723,8391,6648,P070,2016,LM,1,1
4723,8391,8391,P070,2016,LM,0,1
7764,8729,8729,P071,2016,W,0,4
7947,7689,6927,P072,2016,W,1,4
7947,7689,7689,P072,2016,W,0,4
6555,6492,6492,P073,2016,W,0,4
8353,8752,8752,P077,2016,C,0,NA
6384,5195,6492,P078,2016,W,1,4
6384,5195,5195,P078,2016,W,0,4
8636,8512,8512,P079,2016,W,0,4
8493,7615,7615,P081,2016,R,0,2
8493,7615,7877,P081,2016,R,1,2
7616,7984,7984,P082,2016,W,0,4
6845,4900,4900,P083,2016,W,0,4
6845,4900,7984,P083,2016,W,1,4
8434,6915,6386,P084,2016,S,1,6
8434,6915,6915,P084,2016,S,0,6
8690,8502,7689,P085,2016,W,1,4
8690,8502,8498,P085,2016,W,1,4
5284,4896,4896,P088,2016,F,0,3
6316,6517,6517,P089,2016,S,0,6
6316,6517,6924,P089,2016,S,1,6
6755,8715,8715,P092,2016,W,0,4
6755,8715,6492,P092,2016,W,1,4
8710,7160,7160,P093,2016,F,0,3
6643,7814,7814,P094,2016,LM,0,1
6974,6921,6921,P095,2016,W,0,4
8589,8499,8499,P098,2016,W,0,4
8607,8515,6789,P100,2016,W,1,4
8607,8515,8515,P100,2016,W,0,4
6724,6786,6786,P102,2016,F,0,3
6536,9038,9038,P103,2016,F,0,3
8559,8648,6270,P106,2016,W,1,4
8693,8498,8498,P107,2016,W,0,4
8055,7267,7267,P108,2016,LM,0,1
8055,7267,7814,P108,2016,LM,1,1
7947,7689,7689,P109,2016,W,0,4
7947,7689,6927,P109,2016,W,1,4
6955,6924,6492,P110,2016,W,1,4
6955,6924,6924,P110,2016,W,0,4
7764,8729,8729,P112,2016,W,0,4
8370,6927,6768,P113,2016,W,1,4
8370,6927,6789,P113,2016,W,1,4
4723,8391,8391,P114,2016,LM,0,1
4723,8391,4943,P114,2016,LM,1,1
6845,4900,4900,P116,2016,W,0,4
6845,4900,6927,P116,2016,W,1,4
8398,7877,7877,P117,2016,R,0,2
6555,6492,6492,P118,2016,W,0,4
5284,4896,4896,P122,2016,F,0,3
5284,4896,4943,P122,2016,F,1,3
8636,8512,8512,P123,2016,W,0,4
8434,6915,6386,P124,2016,S,1,6
8434,6915,6915,P124,2016,S,0,6
8513,4943,4943,P125,2016,F,0,3
6316,6517,6517,P126,2016,S,0,6
6643,7814,7814,P128,2016,LM,0,1
8690,8502,4943,P130,2016,W,1,4
8690,8502,8502,P130,2016,W,0,4
6974,6921,6921,P133,2016,W,0,4
6974,6921,6492,P133,2016,W,1,4
8710,7160,7160,P134,2016,F,0,3
8370,6927,6927,P137,2016,W,0,4
8370,6927,8188,P137,2016,W,1,4
6555,6492,6492,P138,2016,W,0,4
8589,8499,6492,P139,2016,W,1,4
6755,8715,6492,P140,2016,W,1,4
7764,8729,8729,P141,2016,W,0,4
7764,8729,6927,P141,2016,W,1,4
6643,7814,7814,P145,2016,LM,0,1
6724,8906,9038,Q001,2017,F,1,3
8849,8752,8752,Q003,2017,F,0,3
4723,5466,5466,Q010,2017,LM,0,1
8769,8652,7814,Q012,2017,LM,1,1
6974,6921,6927,Q014,2017,W,1,4
8589,8499,8499,Q016,2017,W,0,4
6643,7814,7814,Q017,2017,LM,0,1
8710,7160,7160,Q020,2017,F,0,3
7764,8729,8729,Q023,2017,W,0,4
7764,8729,6921,Q023,2017,W,1,4
6955,6924,6924,Q025,2017,W,0,4
6755,8888,8888,Q026,2017,W,0,4
8693,8498,8498,Q027,2017,W,0,4
8690,8502,6921,Q028,2017,W,1,4
8690,8502,8502,Q028,2017,W,0,4
6536,9038,9038,Q029,2017,F,0,3
5284,4896,4896,Q030,2017,F,0,3
9159,8795,8795,Q031,2017,LM,0,1
9271,8978,8978,Q034,2017,LM,0,1
9271,8978,7814,Q034,2017,LM,1,1
9100,8365,8365,Q035,2017,LM,0,1
8979,9002,9002,Q036,2017,LM,0,1
9252,9251,9251,Q038,2017,LM,0,1
6974,6921,6921,Q039,2017,W,0,4
8607,8515,6927,Q040,2017,W,1,4
8607,8515,8515,Q040,2017,W,0,4
8943,5195,8567,Q041,2017,W,1,4
8998,9000,9000,Q043,2017,W,0,4
8589,8499,8499,Q044,2017,W,0,4
8434,6915,6915,Q046,2017,S,0,6
8434,6915,6386,Q046,2017,S,1,6
7616,4900,4900,Q047,2017,W,0,4
8963,8878,8878,Q048,2017,W,0,4
8963,8878,7532,Q048,2017,W,1,4
8055,7267,7267,Q049,2017,LM,0,1
9258,9002,9002,Q050,2017,LM,0,1
9130,6808,6808,Q051,2017,LM,0,1
8956,8850,8850,Q053,2017,R,0,2
9249,9185,9185,Q055,2017,LM,0,1
9249,9185,8708,Q055,2017,LM,1,1
6643,7814,7814,Q056,2017,LM,0,1
9132,8949,8949,Q057,2017,W,0,4
8398,9073,9073,Q059,2017,R,0,2
9082,9223,9223,Q060,2017,R,0,2
9027,9516,8390,Q061,2017,C,1,NA
9027,9516,9516,Q061,2017,C,0,NA
9066,8391,8391,Q063,2017,LM,0,1
9113,9133,9133,Q064,2017,LM,0,1
8559,8648,8648,Q065,2017,W,0,4
8559,8648,6921,Q065,2017,W,1,4
8806,9512,9512,Q068,2017,MM,0,NA
8966,6927,8567,Q069,2017,W,1,4
8966,6927,6927,Q069,2017,W,0,4
8966,6927,6921,Q069,2017,W,1,4
8849,8752,8752,Q070,2017,F,0,3
8849,8752,9038,Q070,2017,F,1,3
9121,9143,9143,Q072,2017,W,0,4
8855,9222,9222,Q073,2017,W,0,4
8710,7160,7160,Q074,2017,F,0,3
8710,7160,7877,Q074,2017,F,1,3
9020,9273,6789,Q075,2017,LM,1,1
9020,9273,9273,Q075,2017,LM,0,1
9159,8652,8652,Q085,2017,LM,0,1
9252,9251,9251,Q086,2017,LM,0,1
9252,9251,5466,Q086,2017,LM,1,1
6724,8906,8906,Q087,2017,F,0,3
9209,8977,8977,Q092,2017,ML,0,NA
9083,8729,8729,Q097,2017,W,0,4
8979,9002,9002,Q099,2017,LM,0,1
9095,9089,9089,Q101,2017,W,0,4
9095,9089,6921,Q101,2017,W,1,4
7947,7689,7689,Q102,2017,W,0,4
6955,6924,6924,Q103,2017,W,0,4
9046,8498,8498,Q105,2017,W,0,4
8055,5466,5466,Q107,2017,LM,0,1
8690,8502,8502,Q109,2017,W,0,4
8690,8502,8770,Q109,2017,W,1,4
6755,8888,8865,Q110,2017,W,1,4
6755,8888,8888,Q110,2017,W,0,4
8434,6915,6386,Q113,2017,S,1,6
6974,6921,6921,Q116,2017,W,0,4
8693,8498,8498,Q117,2017,W,0,4
5284,9267,9267,Q118,2017,F,0,3
9163,8965,8965,Q114,2017,LM,0,1
9130,6808,6808,Q115,2017,LM,0,1
9100,8365,8365,Q119,2017,LM,0,1
6643,7814,7814,Q120,2017,LM,0,1
9113,9133,9133,Q122,2017,LM,0,1
9132,8949,8949,Q123,2017,W,0,4
8559,4900,4900,Q126,2017,W,0,4
9121,9143,9143,Q127,2017,W,0,4
8589,8499,8499,Q128,2017,W,0,4
8943,5195,5195,Q129,2017,W,0,4
8943,5195,8567,Q129,2017,W,1,4
8607,8515,8515,Q131,2017,W,0,4
9268,4943,4943,Q132,2017,F,0,3
8855,9222,9222,Q134,2017,W,0,4
8963,8878,8878,Q135,2017,W,0,4
8963,8878,8502,Q135,2017,W,1,4
9066,8391,8391,Q138,2017,LM,0,1
8966,6927,8515,Q140,2017,W,1,4
8966,6927,6927,Q140,2017,W,0,4
8849,8752,8752,Q141,2017,F,0,3
8956,8850,8850,Q142,2017,R,0,2
8956,8850,8707,Q142,2017,R,1,2
9117,9076,9076,Q144,2017,LM,0,1
8710,7160,7877,Q145,2017,F,1,3
8710,7160,7160,Q145,2017,F,0,3
8398,9073,9073,Q148,2017,R,0,2
9082,9223,9164,Q149,2017,R,1,2
9252,9273,9273,Q150,2017,LM,0,1
7616,9272,9272,Q152,2017,W,0,4
6724,8906,8906,Q153,2017,F,0,3
9249,9185,9185,Q156,2017,LM,0,1
9099,8652,8652,Q160,2017,LM,0,1
8750,8983,8983,Q161,2017,W,0,4
8806,9512,8697,Q162,2017,MM,1,NA
6974,6921,6921,Q169,2017,W,0,4
6974,6921,6927,Q169,2017,W,1,4
9159,9240,9240,Q172,2017,LM,0,1
9159,9240,8752,Q172,2017,LM,1,1
9121,9143,9164,Q174,2017,W,1,4
9121,9143,9000,Q174,2017,W,1,4
9121,9143,9143,Q174,2017,W,0,4
8559,4900,6386,Q175,2017,W,1,4
8559,4900,4900,Q175,2017,W,0,4
8943,5195,8567,Q177,2017,W,1,4
8943,5195,5195,Q177,2017,W,0,4
9214,5466,5466,Q179,2017,LM,0,1
8966,6927,6927,Q180,2017,W,0,4
9046,8498,8498,Q182,2017,W,0,4
9083,8729,8729,Q183,2017,W,0,4
8855,9222,9222,Q184,2017,W,0,4
6955,6924,6924,Q185,2017,W,0,4
8979,5466,5466,Q186,2017,LM,0,1
6316,6517,6517,Q188,2017,S,0,6
6316,6517,6386,Q188,2017,S,1,6
8055,5466,7814,Q190,2017,LM,1,1
8055,5466,5466,Q190,2017,LM,0,1
9113,9133,7814,Q191,2017,LM,1,1
5284,9267,8512,Q192,2017,F,1,3
5284,9267,9267,Q192,2017,F,0,3
9130,6808,7814,Q193,2017,LM,1,1
9130,6808,6808,Q193,2017,LM,0,1
9163,8965,8512,Q196,2017,LM,1,1
9130,8965,6808,Q196,2017,LM,1,1
6643,7814,7814,Q197,2017,LM,0,1
8690,8502,8498,Q199,2017,W,1,4
8690,8502,8502,Q199,2017,W,0,4
8849,8752,8752,Q201,2017,F,0,3
9100,8365,8365,Q202,2017,LM,0,1
9132,8949,8498,Q203,2017,W,1,4
9132,8949,8949,Q203,2017,W,0,4
8434,6915,6915,Q205,2017,S,0,6
8434,6915,6386,Q205,2017,S,1,6
6755,8888,8888,Q207,2017,W,0,4
6724,8906,8906,Q212,2017,F,0,3
9258,9002,8652,Q215,2017,LM,1,1
8055,9251,7160,R002,2018,LM,1,1
8055,9251,9251,R002,2018,LM,0,1
9377,5466,5466,R003,2018,LM,0,1
9254,9240,9240,R004,2018,LM,0,1
9159,8652,8652,R006,2018,LM,0,1
6643,9182,9182,R007,2018,LM,0,1
9214,5466,5466,R009,2018,LM,0,1
9066,9893,9893,R010,2018,LM,0,1
9066,6808,6808,R011,2018,LM,0,1
8434,6915,6915,R012,2018,S,0,6
5284,9267,9267,R013,2018,F,0,3
6724,8906,8752,R016,2018,F,1,3
6724,8906,8906,R016,2018,F,0,3
9121,9143,9127,R017,2018,W,1,4
9121,9143,9143,R017,2018,W,0,4
8979,8652,8652,R019,2018,LM,0,1
8750,8983,8983,R021,2018,W,0,4
9258,9134,9134,R023,2018,LM,0,1
6755,8888,8888,R027,2018,W,0,4
8849,8752,8752,R028,2018,F,0,3
9046,7689,7689,R031,2018,W,0,4
9046,7689,8983,R031,2018,W,1,4
9377,5466,5466,R033,2018,LM,0,1
9377,5466,8830,R033,2018,LM,1,1
9159,8652,8652,R034,2018,LM,0,1
9159,8652,9185,R034,2018,LM,1,1
6643,9182,6648,R037,2018,LM,1,1
9214,5466,5466,R039,2018,LM,0,1
9254,9240,9151,R043,2018,LM,1,1
9474,9592,9260,R045,2018,LM,1,1
9474,9592,9089,R045,2018,LM,1,1
9066,9893,6648,R046,2018,LM,1,1
9066,9893,9893,R046,2018,LM,0,1
9121,9143,9143,R049,2018,W,0,4
9549,9133,9133,R051,2018,LM,0,1
8941,9000,6927,R052,2018,W,1,4
8941,9000,9000,R052,2018,W,0,4
9268,4943,4943,R053,2018,F,0,3
7616,9120,9681,R056,2018,W,1,4
7616,9120,9120,R056,2018,W,0,4
7616,9120,9089,R056,2018,W,1,4
9595,9626,9626,R061,2018,R,0,2
8055,9251,9954,R062,2018,LM,1,1
8055,9251,9251,R062,2018,LM,0,1
5284,9267,9267,R064,2018,F,0,3
8559,4900,4900,R069,2018,W,0,4
8434,6915,6915,R072,2018,S,0,6
9046,7689,7689,R073,2018,W,0,4
9249,9185,8978,R075,2018,LM,1,1
9249,9185,9185,R075,2018,LM,0,1
9082,9223,9223,R076,2018,R,0,2
8806,9782,9782,R077,2018,MM,0,NA
9100,6808,6808,R078,2018,LM,0,1
9562,8910,8910,R079,2018,W,0,4
8979,8652,8652,R082,2018,LM,0,1
9099,8652,9182,R080,2018,LM,1,1
9099,8652,8652,R080,2018,LM,0,1
8607,8515,8515,R081,2018,W,0,4
8607,8515,8498,R081,2018,W,1,4
6955,6924,6924,R084,2018,W,0,4
9951,8934,8819,R086,2018,ML,1,NA
8750,8983,8983,R095,2018,W,0,4
6755,8888,8888,R098,2018,W,0,4
6755,8888,9116,R098,2018,W,1,4
9159,8652,9134,R101,2018,LM,1,1
9159,8652,8652,R101,2018,LM,0,1
9377,5466,5466,R103,2018,LM,0,1
9377,5466,9151,R103,2018,LM,1,1
6643,9182,9273,R105,2018,LM,1,1
6643,9182,9182,R105,2018,LM,0,1
8398,9416,9416,R100,2018,F,0,3
9254,9240,9240,R107,2018,LM,0,1
9254,9240,8830,R107,2018,LM,1,1
8849,8752,8486,R109,2018,F,1,3
8849,8752,8752,R109,2018,F,0,3
9066,9893,9893,R113,2018,LM,0,1
9066,9893,8978,R113,2018,LM,1,1
9121,9143,9143,R114,2018,W,0,4
8941,9000,8830,R115,2018,W,1,4
8941,9000,8498,R115,2018,W,1,4
8941,9000,9000,R115,2018,W,0,4
8851,9116,8947,R116,2018,W,1,4
8851,9116,9116,R116,2018,W,0,4
9099,8652,8652,R119,2018,LM,0,1
9099,8652,9592,R119,2018,LM,1,1
9099,8652,9182,R119,2018,LM,1,1
8055,7160,9182,R121,2018,F,1,3
9549,9133,9133,R122,2018,LM,0,1
9046,7689,7689,R128,2018,W,0,4
5284,9267,4943,R130,2018,F,1,3
5284,9267,9267,R130,2018,F,0,3
9562,8910,8910,R132,2018,W,0,4
7616,9120,9120,R133,2018,W,0,4
8559,4900,6915,R135,2018,W,1,4
9571,9089,9120,R137,2018,W,1,4
8607,8515,8498,R138,2018,W,1,4
6724,8906,8906,R140,2018,F,0,3
9100,6808,6808,R141,2018,LM,0,1
9249,9185,9185,R142,2018,LM,0,1
9249,9185,8830,R142,2018,LM,1,1
9082,9626,9071,R146,2018,R,1,2
9082,9626,9626,R146,2018,R,0,2
9159,8652,8652,R150,2018,LM,0,1
9570,9222,9222,R152,2018,W,0,4
9817,4943,4943,R154,2018,F,0,3
8398,9416,9416,R155,2018,F,0,3
9951,8934,9069,R157,2018,ML,1,NA
6643,9182,9182,R160,2018,LM,0,1
6643,9182,8652,R160,2018,LM,1,1
6643,9182,9273,R160,2018,LM,1,1
6755,8888,8888,R163,2018,W,0,4
8849,8752,8752,R165,2018,F,0,3
9121,9143,9143,R168,2018,W,0,4
9066,5466,5466,R171,2018,LM,0,1
9471,9667,9667,R172,2018,W,0,4
6555,9633,9633,R175,2018,W,0,4
6555,9633,8752,R175,2018,W,1,4
9813,9176,9134,T002,2019,LM,1,1
9066,9893,6648,T004,2019,LM,1,1
9066,9893,8906,T004,2019,LM,1,1
9066,9893,9592,T004,2019,LM,1,1
9066,9893,9893,T004,2019,LM,0,1
9046,9144,9144,T009,2019,W,0,4
9871,9116,9116,T010,2019,W,0,4
9066,9893,9893,T013,2019,LM,0,1
9100,6808,6808,T017,2019,LM,0,1
9100,6808,9954,T017,2019,LM,1,1
9121,9667,9667,T018,2019,W,0,4
8607,8515,8515,T019,2019,W,0,4
8693,8906,8906,T021,2019,F,0,3
8849,9416,8486,T027,2019,F,1,3
8849,9416,9416,T027,2019,F,0,3
9214,8978,8978,T022,2019,LM,0,1
8941,9000,7710,T025,2019,W,1,4
8941,9000,9000,T025,2019,W,0,4
8941,9000,9089,T025,2019,W,1,4
10578,9459,9416,T034,2019,F,1,3
10578,9459,9459,T034,2019,F,0,3
10339,8567,8567,T039,2019,W,0,4
10339,8567,9505,T039,2019,W,1,4
9562,9633,9633,T040,2019,W,0,4
10581,9093,9093,T044,2019,W,0,4
10154,10535,10535,T046,2019,F,0,3
9099,8978,9133,T048,2019,LM,1,1
10351,9116,9116,T051,2019,W,0,4
10350,10022,10022,T056,2019,LM,0,1
9813,9134,9134,T059,2019,LM,0,1
9099,8978,8978,T060,2019,LM,0,1
9099,8978,9954,T060,2019,LM,1,1
10377,10584,9954,T061,2019,R,1,2
10377,10584,10584,T061,2019,R,0,2
9471,9667,9667,T064,2019,W,0,4
8693,8906,8906,T066,2019,F,0,3
8693,8906,9144,T066,2019,F,1,3
9121,9667,9667,T067,2019,W,0,4
9066,9893,9893,T069,2019,LM,0,1
8941,9000,9000,T075,2019,W,0,4
8941,9000,9089,T075,2019,W,1,4
9100,6808,6808,T076,2019,LM,0,1
8607,8515,8515,T084,2019,W,0,4
9871,9116,9116,T086,2019,W,0,4
10350,10022,7615,T091,2019,LM,1,1
10350,10022,10022,T091,2019,LM,0,1
10154,10535,10535,T092,2019,F,0,3
9214,8978,8978,T094,2019,LM,0,1
8849,9416,9416,T095,2019,F,0,3
10581,9093,9093,T096,2019,W,0,4
9813,9134,8978,T101,2019,LM,1,1
9813,9134,9134,T101,2019,LM,0,1
10578,9459,9459,T102,2019,F,0,3
10578,9459,9796,T102,2019,F,1,3
