"ID","Age","Year","BroodName","SocialDadID","FWPO","FEPO","FTO","F_EPP_brood","F_total_Brood_number","Number_Broods_with_Partner"
1048,1,2004,"D023",500,4,1,5,1,5,1
1048,1,2004,"D110",902,2,0,2,0,5,1
1048,2,2005,"E084",591,0,2,2,1,5,2
1048,2,2005,"E177",591,2,0,2,0,5,2
1054,1,2004,"D073",823,4,0,4,0,3,2
1054,2,2005,"E055",823,4,0,4,0,3,2
1054,3,2006,"F059",3052,3,1,4,1,3,1
1062,1,2004,"D194",957,0,2,2,1,1,1
1063,1,2004,"D092",363,3,1,4,1,2,1
1063,1,2004,"D162",537,4,0,4,0,2,1
1069,1,2004,"D045",115,4,1,5,1,6,2
1069,1,2004,"D099",115,4,1,5,1,6,2
1069,2,2005,"E002",1935,4,0,4,0,6,4
1069,2,2005,"E062",1935,5,0,5,0,6,4
1069,2,2005,"E153",1935,3,0,3,0,6,4
1069,2,2005,"E235",1935,3,0,3,0,6,4
1074,1,2004,"D054",4422,2,1,3,1,3,3
1074,1,2004,"D135",4422,1,2,3,1,3,3
1074,1,2004,"D181",4422,2,2,4,1,3,3
1083,1,2004,"D016",1095,1,1,2,1,2,2
1083,1,2004,"D202",1095,3,0,3,0,2,2
1100,2,2004,"D035",831,3,1,4,1,10,3
1100,2,2004,"D134",831,1,0,1,0,10,3
1100,2,2004,"D167",831,2,2,4,1,10,3
1100,3,2005,"E068",959,5,0,5,0,10,5
1100,3,2005,"E108",959,4,0,4,0,10,5
1100,3,2005,"E190",959,4,0,4,0,10,5
1100,4,2006,"F070",959,2,2,4,1,10,5
1100,4,2006,"F111",959,0,3,3,1,10,5
1100,5,2007,"G046",3460,1,2,3,1,10,2
1100,5,2007,"G076",3460,3,1,4,1,10,2
1228,1,2005,"E071",115,1,2,3,1,3,3
1228,1,2005,"E109",115,2,0,2,0,3,3
1228,1,2005,"E163",115,3,1,4,1,3,3
1318,1,2005,"E058",1210,0,4,4,1,3,2
1318,1,2005,"E149",1210,0,3,3,1,3,2
1318,1,2005,"E218",23,2,0,2,0,3,1
1364,1,2005,"E119",504,3,1,4,1,2,2
1364,1,2005,"E213",504,2,0,2,0,2,2
1386,1,2005,"E082",591,4,0,4,0,3,2
1386,1,2005,"E161",591,3,2,5,1,3,2
1386,1,2005,"E203",287,2,1,3,1,3,1
1446,1,2005,"E056",4423,1,2,3,1,2,2
1446,1,2005,"E142",4423,2,0,2,0,2,2
1507,1,2005,"E087",1500,3,1,4,1,1,1
1514,1,2005,"E106",1929,1,2,3,1,2,2
1514,1,2005,"E201",1929,0,2,2,1,2,2
1544,1,2005,"E079",504,4,0,4,0,1,1
1558,1,2005,"E095",902,3,1,4,1,2,2
1558,1,2005,"E180",902,2,2,4,1,2,2
1589,1,2005,"E050",393,5,0,5,0,4,4
1589,1,2005,"E103",393,4,0,4,0,4,4
1589,1,2005,"E159",393,4,0,4,0,4,4
1589,1,2005,"E228",393,2,0,2,0,4,4
1598,2,2006,"F124",2833,3,1,4,1,1,1
1599,1,2005,"E165",4390,3,0,3,0,1,1
1718,1,2005,"E015",1738,2,1,3,1,3,2
1718,1,2005,"E093",1738,3,2,5,1,3,2
1718,1,2005,"E185",1038,4,1,5,1,3,1
1739,1,2005,"E074",46,3,1,4,1,3,3
1739,1,2005,"E118",46,2,0,2,0,3,3
1739,1,2005,"E214",46,3,0,3,0,3,3
1827,1,2005,"E069",1353,4,1,5,1,5,4
1827,1,2005,"E150",1353,4,1,5,1,5,4
1827,1,2005,"E191",1353,3,0,3,0,5,4
1827,2,2006,"F029",1353,4,0,4,0,5,4
1827,2,2006,"F064",2202,5,0,5,0,5,1
1907,1,2005,"E073",504,2,2,4,1,3,3
1907,1,2005,"E124",504,2,1,3,1,3,3
1907,1,2005,"E195",504,1,1,2,1,3,3
1940,1,2005,"E107",1970,2,0,2,0,3,2
1940,1,2005,"E158",1970,3,2,5,1,3,2
1940,2,2006,"F007",1210,0,2,2,1,3,1
2004,2,2005,"E076",823,1,3,4,1,10,7
2004,2,2005,"E115",823,2,1,3,1,10,7
2004,2,2005,"E192",823,4,0,4,0,10,7
2004,3,2006,"F023",823,3,1,4,1,10,7
2004,3,2006,"F055",823,4,0,4,0,10,7
2004,3,2006,"F096",823,4,0,4,0,10,7
2004,3,2006,"F128",823,3,0,3,0,10,7
2004,4,2007,"G023",417,1,0,1,0,10,3
2004,4,2007,"G042",417,2,0,2,0,10,3
2004,4,2007,"G072",417,3,0,3,0,10,3
2007,2,2005,"E094",2012,4,0,4,0,3,2
2007,2,2005,"E178",2012,3,0,3,0,3,2
2007,3,2006,"F038",2352,2,1,3,1,3,1
2014,2,2005,"E127",1906,5,0,5,0,2,1
2014,2,2005,"E207",356,4,0,4,0,2,1
2166,2,2007,"G045",3460,0,4,4,1,2,2
2166,2,2007,"G084",3460,1,2,3,1,2,2
2167,1,2006,"F090",2944,2,1,3,1,1,1
2349,1,2006,"F014",1448,4,0,4,0,1,1
2360,1,2006,"F082",2968,0,3,3,1,1,1
2405,1,2006,"F074",1464,1,3,4,1,2,2
2405,1,2006,"F117",1464,3,1,4,1,2,2
2408,1,2006,"F073",2053,0,1,1,1,1,1
2489,1,2006,"F102",2527,2,2,4,1,3,1
2489,2,2007,"G036",2605,3,0,3,0,3,2
2489,2,2007,"G070",2605,3,0,3,0,3,2
2492,2,2007,"G028",2944,3,1,4,1,2,2
2492,2,2007,"G061",2944,2,2,4,1,2,2
2584,1,2006,"F068",2173,4,0,4,0,1,1
2658,1,2006,"F062",2053,2,1,3,1,2,2
2658,1,2006,"F112",2053,2,2,4,1,2,2
2691,1,2006,"F054",23,2,2,4,1,2,2
2691,1,2006,"F106",23,4,0,4,0,2,2
2725,1,2006,"F045",457,2,0,2,0,2,2
2725,1,2006,"F085",457,4,0,4,0,2,2
2840,1,2006,"F095",46,3,0,3,0,2,2
2840,2,2007,"G085",46,1,4,5,1,2,2
2865,1,2006,"F046",1697,4,1,5,1,3,2
2865,1,2006,"F088",1697,3,2,5,1,3,2
2865,1,2006,"F109",1954,2,2,4,1,3,1
2966,1,2006,"F049",2605,2,1,3,1,1,1
3050,1,2006,"F028",2187,3,0,3,0,8,1
3050,2,2007,"G021",2768,4,0,4,0,8,2
3050,2,2007,"G062",2768,4,0,4,0,8,2
3050,3,2008,"H003",3496,4,0,4,0,8,5
3050,3,2008,"H017",3496,5,0,5,0,8,5
3050,3,2008,"H027",3496,4,0,4,0,8,5
3050,4,2009,"I010",3496,3,0,3,0,8,5
3050,4,2009,"I052",3496,3,0,3,0,8,5
3051,NA,2006,"F132",2906,3,0,3,0,1,1
3288,1,2007,"G047",3445,0,4,4,1,1,1
3302,1,2007,"G026",417,2,1,3,1,16,2
3302,1,2007,"G055",417,5,0,5,0,16,2
3302,1,2007,"G095",2768,4,0,4,0,16,1
3302,2,2008,"H001",3359,0,2,2,1,16,1
3302,2,2008,"H013",2651,5,0,5,0,16,2
3302,2,2008,"H020",2651,1,1,2,1,16,2
3302,2,2008,"H026",3359,4,0,4,0,16,10
3302,3,2009,"I016",3359,2,3,5,1,16,10
3302,3,2009,"I039",3359,3,1,4,1,16,10
3302,3,2009,"I057",3359,2,2,4,1,16,10
3302,4,2010,"J001",3359,4,0,4,0,16,10
3302,4,2010,"J024",3359,3,0,3,0,16,10
3302,4,2010,"J056",3359,2,1,3,1,16,10
3302,5,2011,"K008",3359,2,0,2,0,16,10
3302,5,2011,"K050",3359,4,0,4,0,16,10
3302,5,2011,"K104",3359,2,2,4,1,16,10
3340,1,2007,"G031",4304,3,0,3,0,3,3
3340,1,2007,"G068",4304,3,0,3,0,3,3
3340,1,2007,"G097",4304,4,0,4,0,3,3
3341,NA,2007,"G088",3496,1,1,2,1,1,1
3350,1,2007,"G037",3430,5,0,5,0,2,2
3350,1,2007,"G071",3430,2,1,3,1,2,2
3351,1,2007,"G034",2944,4,0,4,0,1,1
3395,1,2007,"G016",2173,3,0,3,0,8,3
3395,1,2007,"G054",2173,2,2,4,1,8,3
3395,1,2007,"G082",2173,5,0,5,0,8,3
3395,4,2010,"J012",4072,4,0,4,0,8,3
3395,4,2010,"J027",4072,1,3,4,1,8,3
3395,4,2010,"J043",4072,5,0,5,0,8,3
3395,4,2010,"J053",3496,3,0,3,0,8,1
3395,4,2010,"J067",4072,3,0,3,0,8,1
3404,1,2007,"G030",1697,0,3,3,1,3,3
3404,1,2007,"G053",1697,5,0,5,0,3,3
3404,1,2007,"G089",1697,1,0,1,0,3,3
3427,2,2007,"G044",2453,3,1,4,1,2,2
3427,2,2007,"G081",2453,5,0,5,0,2,2
3429,2,2007,"G052",3359,5,0,5,0,1,1
3475,1,2007,"G051",3450,4,1,5,1,2,2
3475,1,2007,"G083",3450,3,2,5,1,2,2
3507,1,2007,"G040",3442,5,0,5,0,2,2
3507,1,2007,"G080",3442,2,3,5,1,2,2
3515,1,2007,"G078",661,2,0,2,0,2,2
3515,1,2007,"G098",661,4,0,4,0,2,2
3516,1,2007,"G057",2453,4,1,5,1,2,2
3516,1,2007,"G087",2453,3,1,4,1,2,2
3536,1,2007,"G033",2542,2,0,2,0,3,3
3536,1,2007,"G067",2542,4,0,4,0,3,3
3536,1,2007,"G096",2542,4,0,4,0,3,3
3555,2,2007,"G074",3370,2,0,2,0,1,1
3648,1,2008,"H009",3766,3,0,3,0,2,1
3648,1,2008,"H019",3450,5,0,5,0,2,1
3760,1,2008,"H012",2605,5,0,5,0,2,2
3760,1,2008,"H022",2605,4,0,4,0,2,2
3831,1,2008,"H015",3359,2,0,2,0,1,1
4013,1,2009,"I018",4087,4,0,4,0,2,2
4013,1,2009,"I046",4087,3,0,3,0,2,2
4028,1,2009,"I017",3764,2,2,4,1,2,2
4028,1,2009,"I045",3764,3,0,3,0,2,2
4034,1,2009,"I042",4070,3,1,4,1,2,1
4034,1,2009,"I060",3684,2,0,2,0,2,1
4037,1,2009,"I023",3442,4,0,4,0,4,2
4037,1,2009,"I048",3442,3,0,3,0,4,2
4037,2,2010,"J026",4753,4,0,4,0,4,2
4037,2,2010,"J050",4753,1,2,3,1,4,2
4049,1,2009,"I033",4029,2,2,4,1,6,2
4049,1,2009,"I054",4029,1,1,2,1,6,2
4049,2,2010,"J025",4039,2,1,3,1,6,1
4049,2,2010,"J051",4722,4,0,4,0,6,1
4049,3,2011,"K017",4753,2,2,4,1,6,2
4049,3,2011,"K126",4753,1,3,4,1,6,2
4053,1,2009,"I035",4060,2,2,4,1,1,1
4059,1,2009,"I014",3450,1,1,2,1,17,7
4059,1,2009,"I029",3450,2,3,5,1,17,7
4059,1,2009,"I043",3450,4,0,4,0,17,7
4059,1,2009,"I062",3450,2,1,3,1,17,7
4059,2,2010,"J031",3450,4,0,4,0,17,7
4059,2,2010,"J048",3450,1,0,1,0,17,7
4059,2,2010,"J064",3450,1,1,2,1,17,7
4059,3,2011,"K097",4109,0,1,1,1,17,1
4059,4,2012,"L015",4768,1,4,5,1,17,9
4059,4,2012,"L057",4768,3,0,3,0,17,9
4059,4,2012,"L081",4768,4,0,4,0,17,9
4059,5,2013,"M073",4768,3,1,4,1,17,9
4059,5,2013,"M152",4768,2,1,3,1,17,9
4059,6,2014,"N019",4768,1,0,1,0,17,9
4059,6,2014,"N083",4768,3,0,3,0,17,9
4059,6,2014,"N160",4768,4,0,4,0,17,9
4059,6,2014,"N237",4768,1,0,1,0,17,9
4062,2,2009,"I004",3717,5,0,5,0,6,5
4062,2,2009,"I022",3717,4,0,4,0,6,5
4062,2,2009,"I050",3717,4,0,4,0,6,5
4062,3,2010,"J033",3717,2,3,5,1,6,5
4062,3,2010,"J057",3717,3,0,3,0,6,5
4062,4,2011,"K012",4895,4,0,4,0,6,1
4068,1,2009,"I025",4039,3,0,3,0,1,1
4069,1,2009,"I006",3684,1,2,3,1,4,1
4069,1,2009,"I024",4070,1,0,1,0,4,1
4069,1,2009,"I040",3285,4,0,4,0,4,2
4069,1,2009,"I061",3285,1,1,2,1,4,2
4078,1,2009,"I020",4117,4,0,4,0,5,2
4078,1,2009,"I047",4117,3,0,3,0,5,2
4078,2,2010,"J015",4071,4,1,5,1,5,3
4078,2,2010,"J040",4071,5,0,5,0,5,3
4078,2,2010,"J058",4071,3,0,3,0,5,3
4084,1,2009,"I007",2605,1,0,1,0,12,3
4084,1,2009,"I036",2605,2,0,2,0,12,3
4084,1,2009,"I058",2605,1,0,1,0,12,3
4084,2,2010,"J013",4757,2,1,3,1,12,6
4084,2,2010,"J037",4757,1,2,3,1,12,6
4084,2,2010,"J046",4757,2,2,4,1,12,6
4084,3,2011,"K003",4757,1,3,4,1,12,6
4084,3,2011,"K061",4757,2,1,3,1,12,6
4084,3,2011,"K118",4757,1,2,3,1,12,6
4084,4,2012,"L003",4900,2,2,4,1,12,3
4084,4,2012,"L036",4900,3,2,5,1,12,3
4084,4,2012,"L076",4900,2,2,4,1,12,3
4085,1,2009,"I053",4072,0,2,2,1,1,1
4086,1,2009,"I019",3684,3,0,3,0,1,1
4110,1,2009,"I015",3370,2,2,4,1,8,5
4110,1,2009,"I041",3370,3,1,4,1,8,5
4110,2,2010,"J011",3370,0,2,2,1,8,5
4110,2,2010,"J023",3370,2,1,3,1,8,5
4110,2,2010,"J062",3370,0,1,1,1,8,5
4110,3,2011,"K031",4722,4,0,4,0,8,3
4110,3,2011,"K071",4722,3,2,5,1,8,3
4110,3,2011,"K132",4722,1,1,2,1,8,3
4134,NA,2001,"A024",4295,3,0,3,0,2,2
4134,NA,2001,"A045",4295,4,0,4,0,2,2
4137,NA,2001,"A032",4435,3,1,4,1,1,1
4157,NA,2001,"A028",4483,3,1,4,1,1,1
4168,NA,2002,"B023",4274,3,0,3,0,2,2
4168,NA,2002,"B055",4274,5,0,5,0,2,2
4177,NA,2001,"A013",4153,4,0,4,0,4,2
4177,NA,2001,"A039",4153,5,0,5,0,4,2
4177,NA,2002,"B045",4304,2,2,4,1,4,2
4177,NA,2002,"B074",4304,4,0,4,0,4,2
4178,NA,2001,"A015",4265,4,0,4,0,4,3
4178,NA,2001,"A053",4265,3,0,3,0,4,3
4178,NA,2001,"A055",4265,2,1,3,1,4,3
4178,NA,2002,"B029",110,5,0,5,0,4,1
4213,NA,2002,"B047",16,4,1,5,1,4,1
4213,NA,2003,"C016",46,2,1,3,1,4,1
4213,NA,2003,"C024",104,3,0,3,0,4,2
4213,NA,2003,"C033",104,1,0,1,0,4,2
4217,NA,2001,"A029",4326,4,0,4,0,5,2
4217,NA,2002,"B039",4326,4,0,4,0,5,2
4217,NA,2003,"C040",4435,4,0,4,0,5,3
4217,NA,2003,"C093",4435,5,0,5,0,5,3
4217,NA,2003,"C134",4435,3,0,3,0,5,3
4246,NA,2001,"A021",4406,4,0,4,0,4,2
4246,NA,2001,"A044",4406,5,0,5,0,4,2
4246,NA,2002,"B006",115,1,0,1,0,4,1
4246,NA,2002,"B089",4415,1,3,4,1,4,1
4255,NA,2001,"A025",4419,6,1,7,1,2,1
4255,NA,2001,"A052",4439,3,0,3,0,2,1
4273,NA,2003,"C090",4153,3,2,5,1,9,9
4273,NA,2003,"C124",4153,5,0,5,0,9,9
4273,NA,2004,"D015",4153,3,2,5,1,9,9
4273,NA,2004,"D079",4153,3,0,3,0,9,9
4273,NA,2004,"D159",4153,3,3,6,1,9,9
4273,NA,2004,"D197",4153,3,1,4,1,9,9
4273,NA,2005,"E044",4153,2,3,5,1,9,9
4273,NA,2005,"E138",4153,6,0,6,0,9,9
4273,NA,2005,"E210",4153,2,2,4,1,9,9
4277,NA,2001,"A023",4247,3,0,3,0,4,1
4277,NA,2001,"A051",4402,1,2,3,1,4,1
4277,NA,2002,"B002",4247,3,0,3,0,4,2
4277,NA,2002,"B050",4247,4,0,4,0,4,2
4290,NA,2001,"A008",4412,4,1,5,1,14,2
4290,NA,2001,"A035",4412,3,0,3,0,14,2
4290,NA,2002,"B025",4275,4,1,5,1,14,12
4290,NA,2002,"B054",4275,5,0,5,0,14,12
4290,NA,2002,"B073",4275,4,0,4,0,14,12
4290,NA,2003,"C037",4275,3,0,3,0,14,12
4290,NA,2003,"C087",4275,2,2,4,1,14,12
4290,NA,2003,"C133",4275,4,0,4,0,14,12
4290,NA,2004,"D004",4275,1,1,2,1,14,12
4290,NA,2004,"D076",4275,2,2,4,1,14,12
4290,NA,2004,"D148",4275,4,0,4,0,14,12
4290,NA,2005,"E033",4275,3,1,4,1,14,12
4290,NA,2005,"E134",4275,4,0,4,0,14,12
4290,NA,2005,"E219",4275,3,1,4,1,14,12
4291,NA,2001,"A020",4158,4,0,4,0,4,1
4291,NA,2001,"A047",4264,0,2,2,1,4,1
4291,NA,2002,"B010",4417,2,1,3,1,4,2
4291,NA,2002,"B052",4417,4,1,5,1,4,2
4333,NA,2001,"A019",4274,4,0,4,0,4,2
4333,NA,2001,"A056",4274,2,0,2,0,4,2
4333,NA,2002,"B020",129,5,0,5,0,4,2
4333,NA,2002,"B044",129,4,0,4,0,4,2
4376,NA,2002,"B032",4478,4,0,4,0,7,2
4376,NA,2002,"B063",4478,2,0,2,0,7,2
4376,NA,2003,"C001",383,1,0,1,0,7,1
4376,NA,2003,"C067",4247,3,0,3,0,7,1
4376,NA,2003,"C092",383,5,0,5,0,7,3
4376,NA,2004,"D022",383,3,1,4,1,7,3
4376,NA,2004,"D080",383,3,1,4,1,7,3
4377,NA,2002,"B067",4428,0,3,3,1,1,1
4380,2,2006,"F051",1210,0,4,4,1,10,1
4380,2,2006,"F099",4378,3,0,3,0,10,1
4380,3,2007,"G003",3285,3,1,4,1,10,7
4380,3,2007,"G039",3285,4,1,5,1,10,7
4380,3,2007,"G092",3285,2,0,2,0,10,7
4380,4,2008,"H002",3285,4,0,4,0,10,7
4380,4,2008,"H014",3285,4,1,5,1,10,7
4380,4,2008,"H023",3285,2,2,4,1,10,7
4380,5,2009,"I002",3285,2,0,2,0,10,7
4380,6,2010,"J049",3684,2,1,3,1,10,1
4382,2,2003,"C098",114,3,0,3,0,4,1
4382,3,2004,"D071",984,3,0,3,0,4,1
4382,3,2004,"D120",1095,3,0,3,0,4,1
4382,4,2005,"E230",494,1,0,1,0,4,1
4391,2,2005,"E052",4265,3,2,5,1,4,4
4391,2,2005,"E132",4265,5,0,5,0,4,4
4391,2,2005,"E209",4265,4,1,5,1,4,4
4391,2,2005,"E242",4265,2,3,5,1,4,4
4392,2,2005,"E194",505,4,1,5,1,1,1
4405,NA,2001,"A030",4463,3,0,3,0,1,1
4408,NA,2001,"A017",4417,3,0,3,0,1,1
4420,NA,2002,"B012",114,3,0,3,0,2,2
4420,NA,2002,"B056",114,4,0,4,0,2,2
4424,2,2003,"C030",4417,0,2,2,1,9,1
4424,2,2003,"C091",590,2,1,3,1,9,5
4424,3,2004,"D003",590,2,0,2,0,9,5
4424,3,2004,"D074",590,3,1,4,1,9,5
4424,3,2004,"D128",590,3,1,4,1,9,5
4424,3,2004,"D198",590,3,0,3,0,9,5
4424,4,2005,"E018",4230,1,2,3,1,9,1
4424,4,2005,"E101",537,2,3,5,1,9,2
4424,4,2005,"E186",537,3,2,5,1,9,2
4425,NA,2005,"E098",962,3,0,3,0,7,4
4425,NA,2005,"E170",962,3,0,3,0,7,4
4425,NA,2006,"F044",962,4,0,4,0,7,4
4425,NA,2006,"F103",962,1,0,1,0,7,4
4425,NA,2007,"G013",1697,3,0,3,0,7,3
4425,NA,2007,"G038",1697,3,0,3,0,7,3
4425,NA,2007,"G075",1697,4,1,5,1,7,3
4434,NA,2001,"A016",4229,4,0,4,0,3,2
4434,NA,2001,"A043",4229,5,0,5,0,3,2
4434,NA,2002,"B030",4415,1,1,2,1,3,1
4436,NA,2001,"A012",4230,5,0,5,0,5,5
4436,NA,2001,"A040",4230,4,0,4,0,5,5
4436,NA,2002,"B001",4230,5,0,5,0,5,5
4436,NA,2002,"B035",4230,4,0,4,0,5,5
4436,NA,2002,"B066",4230,4,0,4,0,5,5
4437,NA,2001,"A010",4415,3,0,3,0,2,2
4437,NA,2001,"A033",4415,2,1,3,1,2,2
4438,NA,2001,"A011",4432,1,3,4,1,2,2
4438,NA,2001,"A036",4432,4,0,4,0,2,2
4440,NA,2001,"A048",4304,4,0,4,0,1,1
4443,NA,2001,"A002",4435,2,0,2,0,3,1
4443,NA,2001,"A034",4303,4,0,4,0,3,1
4443,NA,2002,"B080",4435,1,0,1,0,3,1
4447,NA,2001,"A003",4403,2,0,2,0,5,2
4447,NA,2001,"A031",4403,4,0,4,0,5,2
4447,NA,2002,"B027",4477,4,0,4,0,5,2
4447,NA,2002,"B077",4477,4,0,4,0,5,2
4447,NA,2003,"C038",363,0,4,4,1,5,1
4465,NA,2001,"A022",4410,4,0,4,0,3,2
4465,NA,2001,"A050",4410,3,0,3,0,3,2
4465,NA,2002,"B021",16,4,1,5,1,3,1
4468,NA,2001,"A026",4477,3,0,3,0,5,1
4468,NA,2001,"A042",4417,4,0,4,0,5,1
4468,NA,2002,"B009",20,2,0,2,0,5,2
4468,NA,2002,"B046",20,2,2,4,1,5,2
4468,NA,2002,"B070",4467,4,0,4,0,5,1
4489,NA,2001,"A007",4275,3,0,3,0,2,2
4489,NA,2001,"A041",4275,5,0,5,0,2,2
4494,NA,2001,"A006",4418,1,2,3,1,2,2
4494,NA,2001,"A037",4418,2,2,4,1,2,2
4495,NA,2001,"A005",4429,3,1,4,1,2,1
4495,NA,2002,"B018",4265,4,1,5,1,2,1
4496,NA,2001,"A004",4467,2,1,3,1,1,1
4497,NA,2001,"A001",4470,5,0,5,0,14,3
4497,NA,2001,"A027",4470,5,0,5,0,14,3
4497,NA,2001,"A049",4470,3,0,3,0,14,3
4497,NA,2002,"B017",4282,3,0,3,0,14,2
4497,NA,2002,"B051",4282,3,0,3,0,14,2
4497,NA,2002,"B087",4265,3,0,3,0,14,9
4497,NA,2003,"C021",4265,1,0,1,0,14,9
4497,NA,2003,"C057",4265,4,1,5,1,14,9
4497,NA,2003,"C110",4265,5,0,5,0,14,9
4497,NA,2004,"D001",4265,2,1,3,1,14,9
4497,NA,2004,"D069",4265,5,0,5,0,14,9
4497,NA,2004,"D111",4265,3,1,4,1,14,9
4497,NA,2004,"D178",4265,0,5,5,1,14,9
4497,NA,2004,"D213",4265,1,0,1,0,14,9
4498,NA,2001,"A014",4409,5,0,5,0,2,2
4498,NA,2001,"A046",4409,4,0,4,0,2,2
4500,NA,2001,"A009",4499,4,0,4,0,2,2
4500,NA,2001,"A038",4499,2,0,2,0,2,2
4501,NA,2002,"B019",4418,2,1,3,1,6,3
4501,NA,2002,"B043",4418,4,0,4,0,6,3
4501,NA,2002,"B076",4418,2,0,2,0,6,3
4501,NA,2003,"C099",4417,3,0,3,0,6,3
4501,NA,2004,"D070",4417,3,0,3,0,6,3
4501,NA,2004,"D125",4417,4,0,4,0,6,3
4504,NA,2002,"B005",4464,1,0,1,0,3,3
4504,NA,2002,"B042",4464,5,0,5,0,3,3
4504,NA,2002,"B072",4464,2,0,2,0,3,3
4510,1,2009,"I009",4072,4,0,4,0,2,2
4510,1,2009,"I034",4072,4,0,4,0,2,2
4511,2,2009,"I013",4509,4,0,4,0,3,2
4511,2,2009,"I037",4509,4,0,4,0,3,2
4511,2,2009,"I056",4039,2,0,2,0,3,1
4576,3,2012,"L007",4682,5,0,5,0,8,8
4576,3,2012,"L052",4682,4,0,4,0,8,8
4576,4,2013,"M002",4682,5,0,5,0,8,8
4576,4,2013,"M057",4682,4,1,5,1,8,8
4576,4,2013,"M125",4682,4,1,5,1,8,8
4576,5,2014,"N013",4682,5,0,5,0,8,8
4576,5,2014,"N102",4682,5,0,5,0,8,8
4576,5,2014,"N185",4682,1,0,1,0,8,8
4585,1,2010,"J017",4703,0,4,4,1,3,1
4585,2,2011,"K004",4735,4,0,4,0,3,2
4585,2,2011,"K070",4735,1,3,4,1,3,2
4619,1,2010,"J020",4664,5,0,5,0,5,4
4619,1,2010,"J042",4664,5,0,5,0,5,4
4619,1,2010,"J061",4664,2,0,2,0,5,4
4619,2,2011,"K011",4664,5,0,5,0,5,4
4619,2,2011,"K083",5024,0,4,4,1,5,1
4663,3,2012,"L010",5871,5,0,5,0,8,3
4663,3,2012,"L068",5871,4,0,4,0,8,3
4663,3,2012,"L084",5871,5,0,5,0,8,3
4663,4,2013,"M039",5424,4,0,4,0,8,5
4663,4,2013,"M113",5424,6,0,6,0,8,5
4663,5,2014,"N032",5424,5,0,5,0,8,5
4663,5,2014,"N124",5424,4,0,4,0,8,5
4663,5,2014,"N204",5424,3,1,4,1,8,5
4679,1,2010,"J065",4745,1,2,3,1,1,1
4689,1,2010,"J060",3445,2,0,2,0,1,1
4721,1,2010,"J066",4039,3,0,3,0,1,1
4723,1,2010,"J032",4119,4,0,4,0,20,2
4723,1,2010,"J063",4119,1,0,1,0,20,2
4723,2,2011,"K054",3684,2,0,2,0,20,2
4723,2,2011,"K109",3684,2,1,3,1,20,2
4723,3,2012,"L018",5437,4,0,4,0,20,1
4723,3,2012,"L056",5669,5,0,5,0,20,2
4723,3,2012,"L092",5669,2,2,4,1,20,2
4723,4,2013,"M024",4991,3,0,3,0,20,3
4723,4,2013,"M078",4991,3,1,4,1,20,3
4723,4,2013,"M140",4991,2,1,3,1,20,3
4723,5,2014,"N047",6461,4,0,4,0,20,6
4723,5,2014,"N142",6461,2,0,2,0,20,6
4723,5,2014,"N221",6461,2,0,2,0,20,6
4723,6,2015,"O008",6461,2,1,3,1,20,6
4723,6,2015,"O050",6461,1,3,4,1,20,6
4723,6,2015,"O088",6461,4,0,4,0,20,6
4723,7,2016,"P028",8391,4,0,4,0,20,3
4723,7,2016,"P070",8391,2,1,3,1,20,3
4723,7,2016,"P114",8391,3,1,4,1,20,3
